Raw Topic,Title Tag,URL Slug,Meta Description,Section,Macro Context,Content Type,Priority,Status,Image Alt Text
Sapphire + How to Cleanse & Charge,How to Cleanse & Charge Sapphire — Complete Guide,/gemstones/sapphire/how-to-cleanse,Best methods to cleanse and charge sapphire. Safe techniques to restore crystal energy.,Core,A. Safety & Usage,Sub-page: Cleansing,MEDIUM,Existing (update),Sapphire crystal how to cleanse & charge guide imagery
Sapphire + Best Crystal Combinations,10 Best Crystal Combinations for Sapphire,/gemstones/sapphire/combinations,Discover the best crystals to pair with sapphire. Powerful combinations for healing and manifestation.,Core,C. Crystal Combinations,Sub-page: Combinations,MEDIUM,New,Sapphire crystal best crystal combinations guide imagery
Sapphire + Affirmations,50+ Sapphire Affirmations for Healing & Growth,/gemstones/sapphire/affirmations,"Powerful sapphire affirmations for peace, abundance, and spiritual growth.",Core,D. Affirmations & Buying,Sub-page: Affirmations,MEDIUM,New,Sapphire crystal affirmations guide imagery
Sapphire + Price & Buying Guide,Is Sapphire Expensive? Price Guide & Buying Tips,/gemstones/sapphire/price-guide,"How much does sapphire cost? Price ranges, buying tips, and where to find authentic stones.",Core,D. Affirmations & Buying,Sub-page: Price Guide,MEDIUM,New,Sapphire crystal price & buying guide guide imagery
"Diamond + Meaning, Properties & Benefits","Diamond Meaning, Properties & Benefits",/gemstones/diamond/meaning,"Discover the meaning, healing properties, and spiritual benefits of diamond.",Core,D. Affirmations & Buying,Sub-page: Meaning,MEDIUM,Existing (update),"Diamond crystal meaning, properties & benefits guide imagery"
Diamond + Who Should Not Wear,Who Should Not Wear Diamond? Safety Guide & Warnings,/gemstones/diamond/who-should-not-wear,"Learn who should avoid wearing diamond. Zodiac compatibility, health risks, and safety precautions.",Core,A. Safety & Usage,Sub-page: Who Should Not Wear,HIGH,Existing (update),Diamond crystal who should not wear guide imagery
Diamond + Can Go in Water?,Can Diamond Go in Water? Essential Care Guide,/gemstones/diamond/can-go-in-water,"Find out if diamond is water safe. Salt water, tap water, and safe cleansing methods.",Core,A. Safety & Usage,Sub-page: Water Safety,MEDIUM,Existing (update),Diamond crystal can go in water? guide imagery
Diamond + How to Tell if Real,How to Tell if Diamond is Real — Identification Guide,/gemstones/diamond/how-to-identify,Learn how to identify real diamond from fake. Expert tips for testing authenticity.,Core,A. Safety & Usage,Sub-page: Identification,MEDIUM,Existing (update),Diamond crystal how to tell if real guide imagery
Diamond + Sleeping With Under Pillow,Sleeping With Diamond Under Your Pillow — Benefits & Risks,/gemstones/diamond/sleeping-with,Benefits and precautions of sleeping with diamond under your pillow.,Core,A. Safety & Usage,Sub-page: Sleep Therapy,MEDIUM,Existing (update),Diamond crystal sleeping with under pillow guide imagery
Diamond + How to Cleanse & Charge,How to Cleanse & Charge Diamond — Complete Guide,/gemstones/diamond/how-to-cleanse,Best methods to cleanse and charge diamond. Safe techniques to restore crystal energy.,Core,A. Safety & Usage,Sub-page: Cleansing,MEDIUM,Existing (update),Diamond crystal how to cleanse & charge guide imagery
Diamond + Best Crystal Combinations,10 Best Crystal Combinations for Diamond,/gemstones/diamond/combinations,Discover the best crystals to pair with diamond. Powerful combinations for healing and manifestation.,Core,C. Crystal Combinations,Sub-page: Combinations,MEDIUM,New,Diamond crystal best crystal combinations guide imagery
Diamond + Affirmations,50+ Diamond Affirmations for Healing & Growth,/gemstones/diamond/affirmations,"Powerful diamond affirmations for peace, abundance, and spiritual growth.",Core,D. Affirmations & Buying,Sub-page: Affirmations,MEDIUM,New,Diamond crystal affirmations guide imagery
Diamond + Price & Buying Guide,Is Diamond Expensive? Price Guide & Buying Tips,/gemstones/diamond/price-guide,"How much does diamond cost? Price ranges, buying tips, and where to find authentic stones.",Core,D. Affirmations & Buying,Sub-page: Price Guide,MEDIUM,New,Diamond crystal price & buying guide guide imagery
"Emerald + Meaning, Properties & Benefits","Emerald Meaning, Properties & Benefits",/gemstones/emerald/meaning,"Discover the meaning, healing properties, and spiritual benefits of emerald.",Core,D. Affirmations & Buying,Sub-page: Meaning,MEDIUM,Existing (update),"Emerald crystal meaning, properties & benefits guide imagery"
Emerald + Who Should Not Wear,Who Should Not Wear Emerald? Safety Guide & Warnings,/gemstones/emerald/who-should-not-wear,"Learn who should avoid wearing emerald. Zodiac compatibility, health risks, and safety precautions.",Core,A. Safety & Usage,Sub-page: Who Should Not Wear,HIGH,Existing (update),Emerald crystal who should not wear guide imagery
Emerald + Can Go in Water?,Can Emerald Go in Water? Essential Care Guide,/gemstones/emerald/can-go-in-water,"Find out if emerald is water safe. Salt water, tap water, and safe cleansing methods.",Core,A. Safety & Usage,Sub-page: Water Safety,MEDIUM,Existing (update),Emerald crystal can go in water? guide imagery
Emerald + How to Tell if Real,How to Tell if Emerald is Real — Identification Guide,/gemstones/emerald/how-to-identify,Learn how to identify real emerald from fake. Expert tips for testing authenticity.,Core,A. Safety & Usage,Sub-page: Identification,MEDIUM,Existing (update),Emerald crystal how to tell if real guide imagery
Emerald + Sleeping With Under Pillow,Sleeping With Emerald Under Your Pillow — Benefits & Risks,/gemstones/emerald/sleeping-with,Benefits and precautions of sleeping with emerald under your pillow.,Core,A. Safety & Usage,Sub-page: Sleep Therapy,MEDIUM,Existing (update),Emerald crystal sleeping with under pillow guide imagery
Emerald + How to Cleanse & Charge,How to Cleanse & Charge Emerald — Complete Guide,/gemstones/emerald/how-to-cleanse,Best methods to cleanse and charge emerald. Safe techniques to restore crystal energy.,Core,A. Safety & Usage,Sub-page: Cleansing,MEDIUM,Existing (update),Emerald crystal how to cleanse & charge guide imagery
Emerald + Best Crystal Combinations,10 Best Crystal Combinations for Emerald,/gemstones/emerald/combinations,Discover the best crystals to pair with emerald. Powerful combinations for healing and manifestation.,Core,C. Crystal Combinations,Sub-page: Combinations,MEDIUM,New,Emerald crystal best crystal combinations guide imagery
Emerald + Affirmations,50+ Emerald Affirmations for Healing & Growth,/gemstones/emerald/affirmations,"Powerful emerald affirmations for peace, abundance, and spiritual growth.",Core,D. Affirmations & Buying,Sub-page: Affirmations,MEDIUM,New,Emerald crystal affirmations guide imagery
Emerald + Price & Buying Guide,Is Emerald Expensive? Price Guide & Buying Tips,/gemstones/emerald/price-guide,"How much does emerald cost? Price ranges, buying tips, and where to find authentic stones.",Core,D. Affirmations & Buying,Sub-page: Price Guide,MEDIUM,New,Emerald crystal price & buying guide guide imagery
"Alexandrite + Meaning, Properties & Benefits","Alexandrite Meaning, Properties & Benefits",/gemstones/alexandrite/meaning,"Discover the meaning, healing properties, and spiritual benefits of alexandrite.",Core,D. Affirmations & Buying,Sub-page: Meaning,MEDIUM,New,"Alexandrite crystal meaning, properties & benefits guide imagery"
Alexandrite + Who Should Not Wear,Who Should Not Wear Alexandrite? Safety Guide & Warnings,/gemstones/alexandrite/who-should-not-wear,"Learn who should avoid wearing alexandrite. Zodiac compatibility, health risks, and safety precautions.",Core,A. Safety & Usage,Sub-page: Who Should Not Wear,HIGH,New,Alexandrite crystal who should not wear guide imagery
Alexandrite + Can Go in Water?,Can Alexandrite Go in Water? Essential Care Guide,/gemstones/alexandrite/can-go-in-water,"Find out if alexandrite is water safe. Salt water, tap water, and safe cleansing methods.",Core,A. Safety & Usage,Sub-page: Water Safety,MEDIUM,New,Alexandrite crystal can go in water? guide imagery
Alexandrite + How to Tell if Real,How to Tell if Alexandrite is Real — Identification Guide,/gemstones/alexandrite/how-to-identify,Learn how to identify real alexandrite from fake. Expert tips for testing authenticity.,Core,A. Safety & Usage,Sub-page: Identification,MEDIUM,New,Alexandrite crystal how to tell if real guide imagery
Alexandrite + Sleeping With Under Pillow,Sleeping With Alexandrite Under Your Pillow — Benefits & Risks,/gemstones/alexandrite/sleeping-with,Benefits and precautions of sleeping with alexandrite under your pillow.,Core,A. Safety & Usage,Sub-page: Sleep Therapy,MEDIUM,New,Alexandrite crystal sleeping with under pillow guide imagery
Alexandrite + How to Cleanse & Charge,How to Cleanse & Charge Alexandrite — Complete Guide,/gemstones/alexandrite/how-to-cleanse,Best methods to cleanse and charge alexandrite. Safe techniques to restore crystal energy.,Core,A. Safety & Usage,Sub-page: Cleansing,MEDIUM,New,Alexandrite crystal how to cleanse & charge guide imagery
Alexandrite + Best Crystal Combinations,10 Best Crystal Combinations for Alexandrite,/gemstones/alexandrite/combinations,Discover the best crystals to pair with alexandrite. Powerful combinations for healing and manifestation.,Core,C. Crystal Combinations,Sub-page: Combinations,MEDIUM,New,Alexandrite crystal best crystal combinations guide imagery
Alexandrite + Affirmations,50+ Alexandrite Affirmations for Healing & Growth,/gemstones/alexandrite/affirmations,"Powerful alexandrite affirmations for peace, abundance, and spiritual growth.",Core,D. Affirmations & Buying,Sub-page: Affirmations,MEDIUM,New,Alexandrite crystal affirmations guide imagery
Alexandrite + Price & Buying Guide,Is Alexandrite Expensive? Price Guide & Buying Tips,/gemstones/alexandrite/price-guide,"How much does alexandrite cost? Price ranges, buying tips, and where to find authentic stones.",Core,D. Affirmations & Buying,Sub-page: Price Guide,MEDIUM,New,Alexandrite crystal price & buying guide guide imagery
"Tanzanite + Meaning, Properties & Benefits","Tanzanite Meaning, Properties & Benefits",/gemstones/tanzanite/meaning,"Discover the meaning, healing properties, and spiritual benefits of tanzanite.",Core,D. Affirmations & Buying,Sub-page: Meaning,MEDIUM,New,"Tanzanite crystal meaning, properties & benefits guide imagery"
Tanzanite + Who Should Not Wear,Who Should Not Wear Tanzanite? Safety Guide & Warnings,/gemstones/tanzanite/who-should-not-wear,"Learn who should avoid wearing tanzanite. Zodiac compatibility, health risks, and safety precautions.",Core,A. Safety & Usage,Sub-page: Who Should Not Wear,HIGH,New,Tanzanite crystal who should not wear guide imagery
Tanzanite + Can Go in Water?,Can Tanzanite Go in Water? Essential Care Guide,/gemstones/tanzanite/can-go-in-water,"Find out if tanzanite is water safe. Salt water, tap water, and safe cleansing methods.",Core,A. Safety & Usage,Sub-page: Water Safety,MEDIUM,New,Tanzanite crystal can go in water? guide imagery
Tanzanite + How to Tell if Real,How to Tell if Tanzanite is Real — Identification Guide,/gemstones/tanzanite/how-to-identify,Learn how to identify real tanzanite from fake. Expert tips for testing authenticity.,Core,A. Safety & Usage,Sub-page: Identification,MEDIUM,New,Tanzanite crystal how to tell if real guide imagery
Tanzanite + Sleeping With Under Pillow,Sleeping With Tanzanite Under Your Pillow — Benefits & Risks,/gemstones/tanzanite/sleeping-with,Benefits and precautions of sleeping with tanzanite under your pillow.,Core,A. Safety & Usage,Sub-page: Sleep Therapy,MEDIUM,New,Tanzanite crystal sleeping with under pillow guide imagery
Tanzanite + How to Cleanse & Charge,How to Cleanse & Charge Tanzanite — Complete Guide,/gemstones/tanzanite/how-to-cleanse,Best methods to cleanse and charge tanzanite. Safe techniques to restore crystal energy.,Core,A. Safety & Usage,Sub-page: Cleansing,MEDIUM,New,Tanzanite crystal how to cleanse & charge guide imagery
Tanzanite + Best Crystal Combinations,10 Best Crystal Combinations for Tanzanite,/gemstones/tanzanite/combinations,Discover the best crystals to pair with tanzanite. Powerful combinations for healing and manifestation.,Core,C. Crystal Combinations,Sub-page: Combinations,MEDIUM,New,Tanzanite crystal best crystal combinations guide imagery
Tanzanite + Affirmations,50+ Tanzanite Affirmations for Healing & Growth,/gemstones/tanzanite/affirmations,"Powerful tanzanite affirmations for peace, abundance, and spiritual growth.",Core,D. Affirmations & Buying,Sub-page: Affirmations,MEDIUM,New,Tanzanite crystal affirmations guide imagery
Tanzanite + Price & Buying Guide,Is Tanzanite Expensive? Price Guide & Buying Tips,/gemstones/tanzanite/price-guide,"How much does tanzanite cost? Price ranges, buying tips, and where to find authentic stones.",Core,D. Affirmations & Buying,Sub-page: Price Guide,MEDIUM,New,Tanzanite crystal price & buying guide guide imagery
"Topaz + Meaning, Properties & Benefits","Topaz Meaning, Properties & Benefits",/gemstones/topaz/meaning,"Discover the meaning, healing properties, and spiritual benefits of topaz.",Core,D. Affirmations & Buying,Sub-page: Meaning,MEDIUM,New,"Topaz crystal meaning, properties & benefits guide imagery"
Topaz + Who Should Not Wear,Who Should Not Wear Topaz? Safety Guide & Warnings,/gemstones/topaz/who-should-not-wear,"Learn who should avoid wearing topaz. Zodiac compatibility, health risks, and safety precautions.",Core,A. Safety & Usage,Sub-page: Who Should Not Wear,HIGH,New,Topaz crystal who should not wear guide imagery
Topaz + Can Go in Water?,Can Topaz Go in Water? Essential Care Guide,/gemstones/topaz/can-go-in-water,"Find out if topaz is water safe. Salt water, tap water, and safe cleansing methods.",Core,A. Safety & Usage,Sub-page: Water Safety,MEDIUM,New,Topaz crystal can go in water? guide imagery
