page_id,url,level,macro,seed,intent_id,frame,question,stone,status,priority,decision,drive_folder
P-0292,/gemstones/pink-agate/sleeping-with,Node,M1 Stone Atlas,S1.5 sleeping-with,INT-pink-agate-sleeping-with,Explanation,"Is it sensible to sleep with Pink Agate under the pillow or by the bed, and how is it done?",pink-agate,new,P3,draft,6 Gemstone Sub-pages
P-0293,/gemstones/pink-agate/how-to-identify,Node,M1 Stone Atlas,S1.4 how-to-identify,INT-pink-agate-how-to-identify,Instruction,"How do I tell real Pink Agate from fakes, glass, dyed or imitation material?",pink-agate,new,P3,draft,6 Gemstone Sub-pages
P-0294,/gemstones/pink-agate/price-guide,Node,M1 Stone Atlas,S1.9 price-guide,INT-pink-agate-price-guide,Explanation,"How much does Pink Agate cost, what drives its price, and how do I avoid overpaying?",pink-agate,new,P3,draft,6 Gemstone Sub-pages
P-0295,/gemstones/pink-agate/combinations,Node,M1 Stone Atlas,S1.7 combinations,INT-pink-agate-combinations,Evaluation,"Which crystals pair well with Pink Agate, for which goals, and which pairings to avoid?",pink-agate,new,P3,draft,6 Gemstone Sub-pages
P-0296,/gemstones/pink-agate/affirmations,Node,M1 Stone Atlas,S1.8 affirmations,INT-pink-agate-affirmations,Instruction,Which affirmations suit Pink Agate and how do I use them with the stone?,pink-agate,new,P3,draft,6 Gemstone Sub-pages
P-0297,/gemstones/green-goldstone/who-should-not-wear,Node,M1 Stone Atlas,S1.2 who-should-not-wear,INT-green-goldstone-who-should-not-wear,Evaluation,"Who should be cautious about wearing Green Goldstone, and why (physical safety, tradition, astrology)?",green-goldstone,new,P3,draft,6 Gemstone Sub-pages
P-0298,/gemstones/green-goldstone/how-to-cleanse,Node,M1 Stone Atlas,S1.6 how-to-cleanse,INT-green-goldstone-how-to-cleanse,Instruction,How do I cleanse and recharge Green Goldstone without damaging it?,green-goldstone,new,P3,draft,6 Gemstone Sub-pages
P-0299,/gemstones/green-goldstone/can-go-in-water,Node,M1 Stone Atlas,S1.3 can-go-in-water,INT-green-goldstone-can-go-in-water,Explanation,"Can Green Goldstone go in water safely, and how should it be cleaned without damage?",green-goldstone,new,P3,draft,6 Gemstone Sub-pages
P-0300,/gemstones/green-goldstone/sleeping-with,Node,M1 Stone Atlas,S1.5 sleeping-with,INT-green-goldstone-sleeping-with,Explanation,"Is it sensible to sleep with Green Goldstone under the pillow or by the bed, and how is it done?",green-goldstone,new,P3,draft,6 Gemstone Sub-pages
P-0301,/gemstones/green-goldstone/how-to-identify,Node,M1 Stone Atlas,S1.4 how-to-identify,INT-green-goldstone-how-to-identify,Instruction,"How do I tell real Green Goldstone from fakes, glass, dyed or imitation material?",green-goldstone,new,P3,draft,6 Gemstone Sub-pages
P-0302,/gemstones/green-goldstone/price-guide,Node,M1 Stone Atlas,S1.9 price-guide,INT-green-goldstone-price-guide,Explanation,"How much does Green Goldstone cost, what drives its price, and how do I avoid overpaying?",green-goldstone,new,P3,draft,6 Gemstone Sub-pages
P-0303,/gemstones/green-goldstone/combinations,Node,M1 Stone Atlas,S1.7 combinations,INT-green-goldstone-combinations,Evaluation,"Which crystals pair well with Green Goldstone, for which goals, and which pairings to avoid?",green-goldstone,new,P3,draft,6 Gemstone Sub-pages
P-0304,/gemstones/green-goldstone/affirmations,Node,M1 Stone Atlas,S1.8 affirmations,INT-green-goldstone-affirmations,Instruction,Which affirmations suit Green Goldstone and how do I use them with the stone?,green-goldstone,new,P3,draft,6 Gemstone Sub-pages
P-0305,/gemstones/calcite/who-should-not-wear,Node,M1 Stone Atlas,S1.2 who-should-not-wear,INT-calcite-who-should-not-wear,Evaluation,"Who should be cautious about wearing Calcite, and why (physical safety, tradition, astrology)?",calcite,new,P3,draft,6 Gemstone Sub-pages
P-0306,/gemstones/calcite/how-to-cleanse,Node,M1 Stone Atlas,S1.6 how-to-cleanse,INT-calcite-how-to-cleanse,Instruction,How do I cleanse and recharge Calcite without damaging it?,calcite,new,P3,draft,6 Gemstone Sub-pages
P-0307,/gemstones/calcite/sleeping-with,Node,M1 Stone Atlas,S1.5 sleeping-with,INT-calcite-sleeping-with,Explanation,"Is it sensible to sleep with Calcite under the pillow or by the bed, and how is it done?",calcite,new,P3,draft,6 Gemstone Sub-pages
P-0308,/gemstones/calcite/meaning,Node,M1 Stone Atlas,S1.1 meaning,INT-calcite-meaning,Explanation,"What does Calcite mean, what is it, and what is it traditionally used for?",calcite,new,P3,draft,6 Gemstone Sub-pages
P-0309,/gemstones/calcite/how-to-identify,Node,M1 Stone Atlas,S1.4 how-to-identify,INT-calcite-how-to-identify,Instruction,"How do I tell real Calcite from fakes, glass, dyed or imitation material?",calcite,new,P3,draft,6 Gemstone Sub-pages
P-0310,/gemstones/calcite/price-guide,Node,M1 Stone Atlas,S1.9 price-guide,INT-calcite-price-guide,Explanation,"How much does Calcite cost, what drives its price, and how do I avoid overpaying?",calcite,new,P3,draft,6 Gemstone Sub-pages
P-0311,/gemstones/calcite/combinations,Node,M1 Stone Atlas,S1.7 combinations,INT-calcite-combinations,Evaluation,"Which crystals pair well with Calcite, for which goals, and which pairings to avoid?",calcite,new,P3,draft,6 Gemstone Sub-pages
P-0312,/gemstones/calcite/affirmations,Node,M1 Stone Atlas,S1.8 affirmations,INT-calcite-affirmations,Instruction,Which affirmations suit Calcite and how do I use them with the stone?,calcite,new,P3,draft,6 Gemstone Sub-pages
P-0313,/gemstones/black-agate/who-should-not-wear,Node,M1 Stone Atlas,S1.2 who-should-not-wear,INT-black-agate-who-should-not-wear,Evaluation,"Who should be cautious about wearing Black Agate, and why (physical safety, tradition, astrology)?",black-agate,new,P3,draft,6 Gemstone Sub-pages
P-0314,/gemstones/black-agate/how-to-cleanse,Node,M1 Stone Atlas,S1.6 how-to-cleanse,INT-black-agate-how-to-cleanse,Instruction,How do I cleanse and recharge Black Agate without damaging it?,black-agate,new,P3,draft,6 Gemstone Sub-pages
P-0315,/gemstones/black-agate/can-go-in-water,Node,M1 Stone Atlas,S1.3 can-go-in-water,INT-black-agate-can-go-in-water,Explanation,"Can Black Agate go in water safely, and how should it be cleaned without damage?",black-agate,new,P3,draft,6 Gemstone Sub-pages
P-0316,/gemstones/black-agate/sleeping-with,Node,M1 Stone Atlas,S1.5 sleeping-with,INT-black-agate-sleeping-with,Explanation,"Is it sensible to sleep with Black Agate under the pillow or by the bed, and how is it done?",black-agate,new,P3,draft,6 Gemstone Sub-pages
P-0317,/gemstones/black-agate/how-to-identify,Node,M1 Stone Atlas,S1.4 how-to-identify,INT-black-agate-how-to-identify,Instruction,"How do I tell real Black Agate from fakes, glass, dyed or imitation material?",black-agate,new,P3,draft,6 Gemstone Sub-pages
P-0318,/gemstones/black-agate/price-guide,Node,M1 Stone Atlas,S1.9 price-guide,INT-black-agate-price-guide,Explanation,"How much does Black Agate cost, what drives its price, and how do I avoid overpaying?",black-agate,new,P3,draft,6 Gemstone Sub-pages
P-0319,/gemstones/black-agate/combinations,Node,M1 Stone Atlas,S1.7 combinations,INT-black-agate-combinations,Evaluation,"Which crystals pair well with Black Agate, for which goals, and which pairings to avoid?",black-agate,new,P3,draft,6 Gemstone Sub-pages
P-0320,/gemstones/black-agate/affirmations,Node,M1 Stone Atlas,S1.8 affirmations,INT-black-agate-affirmations,Instruction,Which affirmations suit Black Agate and how do I use them with the stone?,black-agate,new,P3,draft,6 Gemstone Sub-pages
P-0321,/gemstones/botswana-agate/who-should-not-wear,Node,M1 Stone Atlas,S1.2 who-should-not-wear,INT-botswana-agate-who-should-not-wear,Evaluation,"Who should be cautious about wearing Botswana Agate, and why (physical safety, tradition, astrology)?",botswana-agate,new,P3,draft,6 Gemstone Sub-pages
P-0322,/gemstones/botswana-agate/how-to-cleanse,Node,M1 Stone Atlas,S1.6 how-to-cleanse,INT-botswana-agate-how-to-cleanse,Instruction,How do I cleanse and recharge Botswana Agate without damaging it?,botswana-agate,new,P3,draft,6 Gemstone Sub-pages
P-0323,/gemstones/botswana-agate/can-go-in-water,Node,M1 Stone Atlas,S1.3 can-go-in-water,INT-botswana-agate-can-go-in-water,Explanation,"Can Botswana Agate go in water safely, and how should it be cleaned without damage?",botswana-agate,new,P3,draft,6 Gemstone Sub-pages
P-0324,/gemstones/botswana-agate/sleeping-with,Node,M1 Stone Atlas,S1.5 sleeping-with,INT-botswana-agate-sleeping-with,Explanation,"Is it sensible to sleep with Botswana Agate under the pillow or by the bed, and how is it done?",botswana-agate,new,P3,draft,6 Gemstone Sub-pages
P-0325,/gemstones/botswana-agate/how-to-identify,Node,M1 Stone Atlas,S1.4 how-to-identify,INT-botswana-agate-how-to-identify,Instruction,"How do I tell real Botswana Agate from fakes, glass, dyed or imitation material?",botswana-agate,new,P3,draft,6 Gemstone Sub-pages
P-0326,/gemstones/botswana-agate/price-guide,Node,M1 Stone Atlas,S1.9 price-guide,INT-botswana-agate-price-guide,Explanation,"How much does Botswana Agate cost, what drives its price, and how do I avoid overpaying?",botswana-agate,new,P3,draft,6 Gemstone Sub-pages
P-0327,/gemstones/botswana-agate/combinations,Node,M1 Stone Atlas,S1.7 combinations,INT-botswana-agate-combinations,Evaluation,"Which crystals pair well with Botswana Agate, for which goals, and which pairings to avoid?",botswana-agate,new,P3,draft,6 Gemstone Sub-pages
P-0328,/gemstones/botswana-agate/affirmations,Node,M1 Stone Atlas,S1.8 affirmations,INT-botswana-agate-affirmations,Instruction,Which affirmations suit Botswana Agate and how do I use them with the stone?,botswana-agate,new,P3,draft,6 Gemstone Sub-pages
P-0329,/gemstones/yellow-calcite/who-should-not-wear,Node,M1 Stone Atlas,S1.2 who-should-not-wear,INT-yellow-calcite-who-should-not-wear,Evaluation,"Who should be cautious about wearing Yellow Calcite, and why (physical safety, tradition, astrology)?",yellow-calcite,new,P3,draft,6 Gemstone Sub-pages
P-0330,/gemstones/yellow-calcite/how-to-cleanse,Node,M1 Stone Atlas,S1.6 how-to-cleanse,INT-yellow-calcite-how-to-cleanse,Instruction,How do I cleanse and recharge Yellow Calcite without damaging it?,yellow-calcite,new,P3,draft,6 Gemstone Sub-pages
P-0331,/gemstones/yellow-calcite/can-go-in-water,Node,M1 Stone Atlas,S1.3 can-go-in-water,INT-yellow-calcite-can-go-in-water,Explanation,"Can Yellow Calcite go in water safely, and how should it be cleaned without damage?",yellow-calcite,new,P3,draft,6 Gemstone Sub-pages
P-0332,/gemstones/yellow-calcite/sleeping-with,Node,M1 Stone Atlas,S1.5 sleeping-with,INT-yellow-calcite-sleeping-with,Explanation,"Is it sensible to sleep with Yellow Calcite under the pillow or by the bed, and how is it done?",yellow-calcite,new,P3,draft,6 Gemstone Sub-pages
P-0333,/gemstones/yellow-calcite/how-to-identify,Node,M1 Stone Atlas,S1.4 how-to-identify,INT-yellow-calcite-how-to-identify,Instruction,"How do I tell real Yellow Calcite from fakes, glass, dyed or imitation material?",yellow-calcite,new,P3,draft,6 Gemstone Sub-pages
P-0334,/gemstones/yellow-calcite/price-guide,Node,M1 Stone Atlas,S1.9 price-guide,INT-yellow-calcite-price-guide,Explanation,"How much does Yellow Calcite cost, what drives its price, and how do I avoid overpaying?",yellow-calcite,new,P3,draft,6 Gemstone Sub-pages
P-0335,/gemstones/yellow-calcite/combinations,Node,M1 Stone Atlas,S1.7 combinations,INT-yellow-calcite-combinations,Evaluation,"Which crystals pair well with Yellow Calcite, for which goals, and which pairings to avoid?",yellow-calcite,new,P3,draft,6 Gemstone Sub-pages
P-0336,/gemstones/yellow-calcite/affirmations,Node,M1 Stone Atlas,S1.8 affirmations,INT-yellow-calcite-affirmations,Instruction,Which affirmations suit Yellow Calcite and how do I use them with the stone?,yellow-calcite,new,P3,draft,6 Gemstone Sub-pages
P-0337,/gemstones/clear-quartz/how-to-identify,Node,M1 Stone Atlas,S1.4 how-to-identify,INT-clear-quartz-how-to-identify,Instruction,"How do I tell real Clear Quartz from fakes, glass, dyed or imitation material?",clear-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0338,/gemstones/clear-quartz/who-should-not-wear,Node,M1 Stone Atlas,S1.2 who-should-not-wear,INT-clear-quartz-who-should-not-wear,Evaluation,"Who should be cautious about wearing Clear Quartz, and why (physical safety, tradition, astrology)?",clear-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0339,/gemstones/clear-quartz/how-to-cleanse,Node,M1 Stone Atlas,S1.6 how-to-cleanse,INT-clear-quartz-how-to-cleanse,Instruction,How do I cleanse and recharge Clear Quartz without damaging it?,clear-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0340,/gemstones/clear-quartz/sleeping-with,Node,M1 Stone Atlas,S1.5 sleeping-with,INT-clear-quartz-sleeping-with,Explanation,"Is it sensible to sleep with Clear Quartz under the pillow or by the bed, and how is it done?",clear-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0341,/gemstones/clear-quartz/meaning,Node,M1 Stone Atlas,S1.1 meaning,INT-clear-quartz-meaning,Explanation,"What does Clear Quartz mean, what is it, and what is it traditionally used for?",clear-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0342,/gemstones/clear-quartz/price-guide,Node,M1 Stone Atlas,S1.9 price-guide,INT-clear-quartz-price-guide,Explanation,"How much does Clear Quartz cost, what drives its price, and how do I avoid overpaying?",clear-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0343,/gemstones/clear-quartz/combinations,Node,M1 Stone Atlas,S1.7 combinations,INT-clear-quartz-combinations,Evaluation,"Which crystals pair well with Clear Quartz, for which goals, and which pairings to avoid?",clear-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0344,/gemstones/clear-quartz/affirmations,Node,M1 Stone Atlas,S1.8 affirmations,INT-clear-quartz-affirmations,Instruction,Which affirmations suit Clear Quartz and how do I use them with the stone?,clear-quartz,new,P3,draft,6 Gemstone Sub-pages
P-0345,/gemstones/carnelian/who-should-not-wear,Node,M1 Stone Atlas,S1.2 who-should-not-wear,INT-carnelian-who-should-not-wear,Evaluation,"Who should be cautious about wearing Carnelian, and why (physical safety, tradition, astrology)?",carnelian,new,P3,draft,6 Gemstone Sub-pages
P-0346,/gemstones/carnelian/how-to-cleanse,Node,M1 Stone Atlas,S1.6 how-to-cleanse,INT-carnelian-how-to-cleanse,Instruction,How do I cleanse and recharge Carnelian without damaging it?,carnelian,new,P3,draft,6 Gemstone Sub-pages
P-0347,/gemstones/carnelian/sleeping-with,Node,M1 Stone Atlas,S1.5 sleeping-with,INT-carnelian-sleeping-with,Explanation,"Is it sensible to sleep with Carnelian under the pillow or by the bed, and how is it done?",carnelian,new,P3,draft,6 Gemstone Sub-pages
P-0348,/gemstones/carnelian/meaning,Node,M1 Stone Atlas,S1.1 meaning,INT-carnelian-meaning,Explanation,"What does Carnelian mean, what is it, and what is it traditionally used for?",carnelian,new,P3,draft,6 Gemstone Sub-pages
P-0349,/gemstones/carnelian/how-to-identify,Node,M1 Stone Atlas,S1.4 how-to-identify,INT-carnelian-how-to-identify,Instruction,"How do I tell real Carnelian from fakes, glass, dyed or imitation material?",carnelian,new,P3,draft,6 Gemstone Sub-pages
P-0350,/gemstones/carnelian/price-guide,Node,M1 Stone Atlas,S1.9 price-guide,INT-carnelian-price-guide,Explanation,"How much does Carnelian cost, what drives its price, and how do I avoid overpaying?",carnelian,new,P3,draft,6 Gemstone Sub-pages
P-0351,/gemstones/carnelian/combinations,Node,M1 Stone Atlas,S1.7 combinations,INT-carnelian-combinations,Evaluation,"Which crystals pair well with Carnelian, for which goals, and which pairings to avoid?",carnelian,new,P3,draft,6 Gemstone Sub-pages
P-0352,/gemstones/carnelian/affirmations,Node,M1 Stone Atlas,S1.8 affirmations,INT-carnelian-affirmations,Instruction,Which affirmations suit Carnelian and how do I use them with the stone?,carnelian,new,P3,draft,6 Gemstone Sub-pages
P-0353,/gemstones/larimar/who-should-not-wear,Node,M1 Stone Atlas,S1.2 who-should-not-wear,INT-larimar-who-should-not-wear,Evaluation,"Who should be cautious about wearing Larimar, and why (physical safety, tradition, astrology)?",larimar,new,P3,draft,6 Gemstone Sub-pages
P-0354,/gemstones/larimar/how-to-cleanse,Node,M1 Stone Atlas,S1.6 how-to-cleanse,INT-larimar-how-to-cleanse,Instruction,How do I cleanse and recharge Larimar without damaging it?,larimar,new,P3,draft,6 Gemstone Sub-pages
P-0355,/gemstones/larimar/sleeping-with,Node,M1 Stone Atlas,S1.5 sleeping-with,INT-larimar-sleeping-with,Explanation,"Is it sensible to sleep with Larimar under the pillow or by the bed, and how is it done?",larimar,new,P3,draft,6 Gemstone Sub-pages
P-0356,/gemstones/larimar/how-to-identify,Node,M1 Stone Atlas,S1.4 how-to-identify,INT-larimar-how-to-identify,Instruction,"How do I tell real Larimar from fakes, glass, dyed or imitation material?",larimar,new,P3,draft,6 Gemstone Sub-pages
P-0357,/gemstones/larimar/price-guide,Node,M1 Stone Atlas,S1.9 price-guide,INT-larimar-price-guide,Explanation,"How much does Larimar cost, what drives its price, and how do I avoid overpaying?",larimar,new,P3,draft,6 Gemstone Sub-pages
P-0358,/gemstones/larimar/combinations,Node,M1 Stone Atlas,S1.7 combinations,INT-larimar-combinations,Evaluation,"Which crystals pair well with Larimar, for which goals, and which pairings to avoid?",larimar,new,P3,draft,6 Gemstone Sub-pages
P-0359,/gemstones/larimar/affirmations,Node,M1 Stone Atlas,S1.8 affirmations,INT-larimar-affirmations,Instruction,Which affirmations suit Larimar and how do I use them with the stone?,larimar,new,P3,draft,6 Gemstone Sub-pages
P-0360,/gemstones/agate/who-should-not-wear,Node,M1 Stone Atlas,S1.2 who-should-not-wear,INT-agate-who-should-not-wear,Evaluation,"Who should be cautious about wearing Agate, and why (physical safety, tradition, astrology)?",agate,new,P3,draft,6 Gemstone Sub-pages
